index,ZoneVec_1,ZoneVec_2,ZoneVec_3,ZoneVec_4,ZoneVec_5,ZoneVec_6,ZoneVec_7,ZoneVec_8,ZoneVec_9,ZoneVec_10,ZoneVec_11,ZoneVec_12,ZoneVec_13,ZoneVec_14,ZoneVec_15,ZoneVec_16,ZoneVec_17,ZoneVec_18,ZoneVec_19,ZoneVec_20,ZoneVec_21,ZoneVec_22,ZoneVec_23,ZoneVec_24,ZoneVec_25,ZoneVec_26,ZoneVec_27,ZoneVec_28,ZoneVec_29,ZoneVec_30,ZoneVec_31,ZoneVec_32,ZoneVec_33,ZoneVec_34,ZoneVec_35,ZoneVec_36,ZoneVec_37,ZoneVec_38,ZoneVec_39,ZoneVec_40,ZoneVec_41,ZoneVec_42,ZoneVec_43,ZoneVec_44,ZoneVec_45,ZoneVec_46,ZoneVec_47,ZoneVec_48,ZoneVec_49,ZoneVec_50,ZoneVec_51,ZoneVec_52,ZoneVec_53,ZoneVec_54,ZoneVec_55,ZoneVec_56,ZoneVec_57,ZoneVec_58,ZoneVec_59,ZoneVec_60,ZoneVec_61,ZoneVec_62,ZoneVec_63,ZoneVec_64,ZoneVec_65,ZoneVec_66,ZoneVec_67,ZoneVec_68,ZoneVec_69,ZoneVec_70,ZoneVec_71,ZoneVec_72
75,-0.4437772,0.34565267,-1.0992157,0.33767986,-1.0660409,-2.119504,0.7459508,1.3184472,-2.11926,0.7350582,1.1213984,-0.3502641,0.0693628,-1.3405197,0.61020523,0.3202598,-0.28144068,-0.69140464,0.21273422,0.028581591,-0.3340571,0.17316583,0.20099626,2.268084,-1.4265598,0.40186906,0.22437842,0.0748727,-2.6984155,0.7030499,0.7700014,-0.96402115,0.7336922,-0.2453985,-0.17433318,-0.5093404,0.19078939,-0.78029466,-0.07030278,-0.3879629,-1.3304902,0.037496325,-0.38397825,1.4472337,0.9499176,0.8907694,0.64097726,1.0640424,0.19615498,0.347644,-1.5385325,0.41579127,0.017966634,0.06805341,0.69718045,2.3394475,0.27358463,0.66277105,1.3466116,0.7628218,-2.2939837,0.6163657,-0.21785796,-1.5711612,0.26107597,0.43537802,-0.58340985,1.4043479,-0.42903063,0.38955426,0.37652692,2.1163356
76,-1.0821661,0.37950203,0.54191035,0.017806912,-0.8658902,-2.292492,-1.164823,0.07601025,-1.1881084,-2.0376337,1.5662376,-0.4537758,-0.18489276,0.79216415,-0.2619956,1.190882,1.2568452,1.1217755,1.1496539,-1.1501387,-0.0054844273,1.9464458,-1.8023658,0.7074486,-1.3181375,-0.37785962,0.4107735,1.7614756,0.9389416,0.7262953,0.5949507,2.7276623,-0.98868495,0.21157448,-2.74382,0.8227097,-1.6015897,0.27676398,1.7794195,-0.22408564,-0.64259523,1.2075063,-1.0712358,-1.2186499,-2.9074183,2.1076732,0.24909279,0.70055693,-2.546583,-0.17237481,-1.5270299,-0.059811585,0.6759137,1.8901178,-0.3119987,1.844805,-1.0531882,0.2992603,0.79671603,-1.5950034,-0.8832061,-1.1871257,1.3415477,1.0766454,0.13997173,0.7037565,0.9066211,-1.5633532,-1.9462389,1.2714101,-0.1300589,-0.99499273
77,-1.0308357,0.9023823,-1.0662827,-1.4937903,-2.1462262,-1.3538188,0.8749451,0.9887481,0.6509215,-1.3102826,2.4091694,-0.021771643,0.54108053,1.2698572,-1.8626357,1.3928963,0.17064767,-0.8434944,0.8480454,0.79489136,1.3056146,-1.0355116,-0.75356996,1.019953,1.1830348,0.18569095,-1.5987457,-1.6017368,-0.40299207,-0.0037951437,-0.545268,1.8287311,0.41841215,-0.06648976,-0.52736235,-1.1644489,-1.38885,0.3096034,0.5398501,1.0955311,-0.6193959,-0.54073393,-0.76394963,-0.75627923,-1.1522726,-1.7483327,-2.6584265,4.063118,0.7834016,-2.0907452,-0.22801232,1.7166816,-1.3597445,-1.6470007,1.9916159,1.153926,2.3741539,0.67035466,0.85735744,-0.985417,-0.4209597,-3.9703076,-0.98755735,1.0585316,-1.8815883,-0.43442205,3.4003587,0.038204085,-0.19504045,-2.2556458,-1.1132503,-2.3988347
78,0.18194205,-0.5857837,1.2020849,1.1464012,-1.8342541,1.0009937,0.03775051,3.7583346,-1.1372176,-0.33726144,1.7375649,0.6120405,0.58286524,3.8164396,1.9422109,2.9522896,1.4934732,2.5697496,0.9206743,1.6651952,0.3947775,-0.23443702,-1.6639596,1.4579246,0.5976132,-0.37427333,0.8172911,-1.6135919,0.27054435,0.256318,2.0088933,0.76836765,2.1420372,-2.072093,-0.7963045,-0.58646834,-1.2894707,2.9389179,-1.2586383,-0.23154713,-0.7082918,1.7312127,0.2055993,-1.7924861,-1.7478263,-0.6457546,1.3930198,-0.18555763,0.5634002,-2.150461,-0.28976217,-3.3201075,1.2425501,0.16271397,2.6878705,0.21350472,-1.1344079,1.4275814,-0.019616332,0.9058586,-1.179122,-0.7656107,-0.36299962,2.304164,2.7631235,1.8556831,-1.1370007,-2.4149568,-1.0505165,1.5348874,-0.13188238,-4.201954
79,-0.17449264,1.3467481,-3.7525346,1.1585007,-1.7807095,-0.64151525,0.1841427,2.6986678,-2.5023358,1.0379467,-1.5009594,-3.0543814,-1.6272715,1.1605735,-1.3745373,-0.65658987,-1.7325251,1.6506109,0.41436464,0.18988986,-0.3261471,-0.08875964,0.12371278,0.41762593,0.8040008,1.5220523,-0.20246145,0.64665246,-0.34154183,1.0829026,-0.87280947,2.7377515,1.3201743,-1.0211419,1.5289131,0.64285266,-0.67373616,-1.2006413,0.8969637,2.0807204,-2.9006627,-1.6870893,0.17460538,1.3719873,-2.4144714,-2.0588963,-1.8424778,1.957271,0.4095399,-1.8611565,-1.8045803,1.7165029,0.4513817,-0.44529948,3.7588775,1.1267165,1.1479282,0.23712209,-1.5357901,-2.767153,-1.7693739,-2.0535362,-2.0102556,-0.3031965,-1.7033576,-0.77444375,1.4176702,1.9538069,0.8354852,-1.5185298,0.019265471,-1.9568722
80,-0.60365754,0.54051477,0.22173992,0.73080426,-0.63983274,1.2128865,1.8821945,2.867373,-1.9875921,0.9180651,-1.5859814,-2.9677467,1.4865217,0.6020013,1.8133682,0.6311911,1.1580304,0.10873156,-2.1503873,-2.701297,-3.0035844,-2.5628269,1.1127924,1.4332446,-0.93451935,-0.5160402,1.0686706,-0.11836441,-0.6503691,-1.5724188,-0.5671588,-0.61341393,1.5232499,0.8768853,-0.36422214,-0.05020684,-0.26118112,-0.35932374,-2.1609359,-0.6191924,0.02345251,-1.2324181,0.067000985,-1.103099,1.8414434,-0.95058036,-0.59145844,1.0010294,0.61626583,-1.0174568,-0.957893,-0.6413513,-0.8229577,-0.11884307,-0.25923932,0.475072,-0.24108672,1.3412963,1.5189103,-0.36349368,0.07585194,1.6742492,2.7735138,0.5130307,0.7188904,-0.22379057,1.9691812,0.14382401,-0.25564435,-1.0284632,1.6129208,-0.078441024
81,0.4161397,1.0708953,-0.13398306,-0.26440576,-0.46818367,-0.3691822,-0.48224005,0.18426949,-0.21975134,0.16931754,-0.58557594,1.366963,-0.3678979,-0.5123819,-0.98528254,-1.2943857,-0.8852741,-0.5808117,-0.40457624,0.5123471,0.16814472,-0.1450778,0.9630333,-0.07561253,-0.28941634,0.3116134,0.20269208,-0.19069609,0.08563231,-0.82431823,-0.63065606,0.50591034,0.45718193,0.27976674,-0.86956966,0.5512491,0.040549878,-0.74543744,0.34620038,-0.44404098,0.9543816,0.9157599,-0.4141848,-0.44279605,0.2465799,-0.69516706,0.8115706,1.208927,0.27861553,-0.20719452,0.16814828,-0.19524571,-0.23923938,-0.5839274,-0.34335414,0.31650946,0.08794463,-0.48248053,0.406356,0.13969503,0.14440854,0.96887183,-0.38230568,-0.88648313,0.1561871,0.52300584,0.73462975,-0.34042868,-1.1167387,0.85181123,1.037173,0.05844139
82,0.7833995,-1.2572185,-1.1215886,0.21441418,-1.0280209,0.45308158,0.19488394,1.1930807,-1.5114794,-1.8200139,1.6136528,0.66025996,-0.1483355,2.5266144,0.5264684,0.60056627,2.5602858,-2.014785,2.691511,0.62422,0.50021714,1.1288048,-1.0904135,1.1475546,-1.0967413,0.9087954,2.2538397,-1.9557592,1.8711869,-0.99582857,0.9573594,1.8855454,0.3699164,-0.32747906,-1.1567004,-0.8990451,-1.753436,0.5380634,0.4747624,-0.03792517,-0.35077962,1.1466554,-0.40325737,1.150851,1.1670669,-1.6877594,0.2923575,1.3965745,-0.3951903,-1.6657902,-0.47101974,-0.30408442,0.71833235,-0.47250533,1.8362459,-1.6275536,-0.7465929,-0.3295984,0.7259674,2.2002993,-0.25371736,-1.6576487,0.22254409,1.1912751,1.8615967,-0.8012342,1.3505285,-1.287576,-0.07888922,2.856964,-0.9541191,-2.9699726
83,-0.8550554,0.32710156,-0.4930021,-0.276599,0.52423996,-2.0127594,0.15089668,-0.25953025,-1.542745,1.1749238,-0.38450107,-0.026900986,0.39297763,-0.95736945,0.60638505,1.5730456,-2.5395486,-1.4686116,-0.77412564,-0.07223754,1.3980057,-0.96068317,-0.6513429,1.0160233,-0.95445687,0.098542474,1.1495872,0.42079017,-0.61851484,-0.23224957,-0.49626932,0.71944976,0.28220034,1.3448493,0.047827017,0.17415473,-0.42951313,0.36543864,0.11538979,-0.07202819,-1.6852512,0.3983585,-0.25711894,-1.3941054,2.011214,-1.0510205,0.87482893,0.78358114,0.40055668,-1.3740108,-1.6279707,0.3935984,0.22366707,3.2207317,0.86349976,2.3572237,0.61780185,-0.39260754,-0.3414585,0.4064435,-0.40879163,-0.54400396,-1.0917531,-1.2085055,0.18112136,1.0934254,0.8637534,-0.5372852,0.33861166,1.4987015,-0.9066679,-0.1731058
84,-1.3375679,0.5308964,0.093577646,0.6464789,-0.31034678,-1.9738355,2.1982288,0.64768434,-1.269117,2.4273922,-0.5050473,0.9798377,-1.7208856,-1.7282902,-1.7126615,0.92306024,2.5448616,-1.761742,0.25581834,2.0733745,2.4973936,0.13438158,0.24892601,1.1320369,-0.18566386,-0.9358207,2.6493104,1.1518658,0.71402985,1.4192884,1.1460049,-0.85883886,0.947174,-0.8410106,0.559902,-0.9097107,0.36695683,-0.9024494,0.668005,0.29494557,-0.3989109,-2.4762824,-0.041550804,-0.25474334,-0.71854126,-2.096483,0.81615126,0.48923606,0.31155884,-0.1430981,0.23436777,1.0198555,-2.4355237,1.8464582,0.46541813,1.3842363,0.17162004,0.42049807,1.7559927,-0.2999898,-1.0248891,-0.28020847,-0.7245942,-0.46208957,0.83186144,0.830439,0.5984459,0.6091872,-0.8195772,1.8381974,0.89658576,-0.21697627
85,-0.67279,1.7406259,-0.40222624,0.05093157,-0.021062354,0.7552071,-0.34900093,0.06043798,-0.39021218,0.010842221,-0.19491743,-1.0106469,-0.10276011,-0.13979717,0.25487602,0.42557436,-1.5754387,0.27499804,0.6105183,-0.38635004,0.060340077,-1.0131143,0.3055574,0.10441913,0.20277749,0.5602789,1.039764,-0.7433253,-0.29486164,0.7853158,-2.0919588,-0.1567424,0.28461555,-0.053036477,-0.4919805,0.66084886,0.42991096,0.04642933,-0.955249,-0.5468726,0.44608068,0.501965,0.24554141,0.5201621,0.80708873,-0.78030443,1.0425043,1.247743,0.7701782,-0.30915666,-0.19457096,0.62131643,0.7947813,0.6799275,-0.59575766,0.9582457,-1.4048002,0.13217412,0.5765914,-0.5949527,-0.20722753,0.15923135,-0.08458018,0.14986002,-0.6286552,-0.1782558,0.19729866,0.48054522,0.6679019,-0.25988558,0.83230436,0.50255126
86,-1.4083169,0.3587815,-1.4546729,0.42951655,-1.7008916,-0.758615,-0.34788734,1.3734707,-0.5685484,0.8909184,0.79118955,0.9092427,-0.40420902,-0.69356626,0.3338017,-0.34169182,-0.23362489,-0.69779,0.46529183,0.5317178,0.9304155,-0.20532854,0.04804022,0.7565309,-1.1143366,-1.2936529,-0.016317852,-0.50893354,-0.7092367,-0.9627736,0.8766588,-0.5081817,0.056561098,0.2018248,-0.44154683,-0.5138843,0.7700317,-0.38442284,0.95936096,-0.22676182,1.3856559,0.11883264,-1.5420187,0.06182602,1.1512979,-0.9209642,0.5070791,0.026007203,-0.5004091,-1.1587094,0.15909632,-0.52930576,-0.82135767,0.19758779,0.5242296,1.0049078,-0.22445905,0.744527,0.9201865,0.7758351,-0.24609637,-0.51270735,-0.39919257,-1.4758972,-1.231676,-0.8827079,0.6311011,-0.09477657,-1.112411,-0.9931468,1.003823,0.4383053
87,-0.966078,0.11832585,-0.7817816,-1.3454205,2.6136143,-2.2788932,1.0433041,-0.69642365,1.1728657,-0.2136913,0.6243041,0.73137146,-0.079187535,0.8238204,0.034814175,0.7860174,1.2725996,-0.7551089,-2.128773,1.2555448,-0.51665354,-0.6735894,-1.1159128,-0.37119913,0.96768856,0.38739836,0.48842794,0.26619163,-0.61289036,0.24101402,-0.7419145,1.4318976,-0.6339965,-0.6338662,1.1479543,1.6565614,-1.2245294,0.55515915,-0.9987177,-0.4057258,-0.70434636,0.8199433,1.6379,0.060719542,1.6232979,-2.352416,1.2714179,0.36401796,0.67021656,1.1551658,0.57936776,1.1847959,0.2773668,-0.22671597,0.65620476,-0.6945375,1.0911545,0.46001807,-0.20304039,-0.6561823,-1.4470862,2.1161373,-0.42338237,-1.112701,-1.3806025,1.1371249,-0.29807755,-1.0957633,-0.11474112,1.6036373,0.73032796,-0.96800107
88,-1.9069445,0.6534543,-0.26655415,1.5176109,-0.1533779,-0.78563374,0.68338364,0.44804332,0.97907454,2.099422,1.8373175,0.47885925,1.1284385,-0.5190912,-0.41444793,-1.0880692,2.1340816,0.40035874,-1.7846036,1.1396847,0.35216606,0.7873431,4.4345307,-0.1534157,0.26785162,0.11002159,1.2461747,-0.657434,-1.656206,-0.76771975,-1.9241809,0.5008151,0.54255223,-0.48206973,-0.8689732,-0.29110068,1.1847907,-0.29361445,-0.71279377,-2.3751192,1.8702681,-1.4850396,2.2217007,0.41177997,0.90504414,-0.41236717,1.2129618,1.1638179,1.97005,2.2308977,0.6611217,0.37668607,1.0600052,-0.134359,-1.365085,-0.10874366,2.011977,-1.4929652,3.3414161,0.08359552,-0.6654398,1.7785069,1.01989,-2.4799726,1.5674565,0.7551734,1.8685784,-1.6496837,-1.2052253,1.1103904,-0.06031711,0.50951487
89,-1.2030662,0.89965355,0.4099361,-0.9986566,0.79910547,-0.6458448,-2.2253804,1.8188585,0.36623558,-1.102557,0.19041812,1.1498523,-1.4173204,1.5750113,0.45422733,1.2467496,-0.13262974,-0.9472976,0.07794883,-1.1141202,1.0968666,-0.11181573,0.42420843,0.40706405,-0.9169697,0.9593116,-0.31942418,0.65405583,0.3708002,-1.3749342,-1.3087931,0.7245661,-0.5887506,-0.7393312,0.78764886,0.970901,-0.28986627,1.3176118,-0.14894061,-0.43319723,1.4085644,-0.2562364,0.40103653,0.015039198,0.18897197,-0.020092541,0.66024363,-0.3469327,-1.1814303,-1.1733409,-1.5876306,-0.6571196,0.26172188,1.5083117,0.83449143,0.6306398,1.1304556,0.013947092,-0.49849865,0.6006449,0.30495206,0.5206574,0.8471732,-0.8593388,0.19171192,0.7567447,0.4827809,0.46496975,-1.1244149,0.35367578,-0.48279944,1.3252234
90,-1.2500421,-2.7007298,0.29199585,-0.33532205,0.42919698,-0.8007171,1.8414127,-0.17807545,0.5387729,0.35883173,-0.9176213,1.0152464,-0.5487026,0.19329497,0.73787695,-0.94057333,0.63410276,-0.36456248,0.07013654,-0.060818378,-0.30911276,-1.0337554,-1.394685,1.8191146,-1.5850105,-0.7503692,1.8568972,0.13781586,-0.70276886,1.1595886,-0.8515355,1.335085,0.05026268,0.6918925,-1.4864733,1.7778037,1.8449138,0.7161078,0.2901236,-1.8093078,-0.24768938,2.1812198,0.96362364,-0.7665775,2.7844474,-0.63204056,0.7181019,0.6910734,-1.2412616,1.8596398,-2.1913984,1.9356925,2.0369678,1.5253592,-2.4775193,-0.8321555,-0.8045367,1.350735,-0.30957806,-1.0883023,1.766446,-0.64974713,-3.0832162,0.8858706,0.9263854,0.7034686,-0.051428717,0.025786227,-0.020819912,1.7237601,-0.54093987,1.7224805
91,0.11931729,-1.3586249,-0.7269411,0.18830174,-1.5379308,1.9093843,0.6202001,1.5384713,-0.04631639,1.5391223,1.6283269,-0.51954305,1.2200085,0.5222973,0.4976911,-0.073482305,-1.7200189,0.22906674,0.96496,1.8580385,0.9420867,-1.1867946,1.6331704,0.18423654,1.2226812,-0.5300935,-0.7360161,0.16720408,-0.42517987,0.5626587,-0.19780819,0.54421717,1.109044,1.2789266,0.8741792,-1.2833151,-1.1456356,0.12828173,1.2081532,0.29900557,-1.6446869,0.31571573,-1.4659796,0.52685803,0.9360529,-2.3211043,0.36971807,0.64030063,0.00958117,-2.5058618,0.027395787,1.9485166,0.017225932,0.8015723,-0.7663475,0.7907277,0.6562638,0.6760509,1.1894732,0.31820953,-1.9291683,-1.1508361,1.4823023,-2.6536674,1.697856,0.6495031,-1.2546133,0.2550036,-2.212781,-0.70506144,3.0755687,0.7483076
92,1.2662247,0.20637798,0.81243473,0.35651034,-1.2026193,-0.19763125,0.5715998,2.9695392,1.4184028,-1.2983576,2.8234222,-2.124839,-0.96979475,-0.48160177,1.623706,-1.3197843,-0.07013802,-0.061723758,-0.3413179,1.677612,-1.6448863,0.33529764,-2.8157883,-0.012447717,0.3378544,-2.2499464,0.86701864,0.97519267,-2.6650808,1.8223777,-2.3814392,3.819158,-0.5417196,0.68013805,0.07368679,0.19582468,0.4735686,-0.96040046,0.701035,2.3893783,-1.9522332,2.424969,0.9457567,-0.47479758,1.5878588,0.21380888,0.52687514,1.4768369,0.7375343,-2.040078,-1.0314845,-0.6056523,-0.15535662,0.50060886,-1.832346,0.19023159,0.4487003,0.2383303,-1.7285126,-1.3911929,-1.683453,-1.6237963,0.22850737,3.2188938,-0.33031407,-1.7608749,-2.5969424,0.46515125,-1.3912618,1.7028276,-1.7959868,-1.5499177
93,-0.59091467,0.23625016,-0.8654774,-0.5041887,-0.8195522,-0.30471328,0.20049857,0.82505065,-0.77080995,1.0114807,-0.5112551,0.34286675,0.11656808,1.3488739,0.6118973,-0.9144388,0.95764595,-0.20613621,-1.0538054,0.48484674,0.41844687,-0.32645065,0.11213842,0.20902283,0.70661616,-0.23598057,-0.72851884,-0.244375,-0.25628072,0.58440375,-0.396784,-0.093108796,0.6640619,0.38964036,-0.049193826,-1.1852573,0.33727875,-0.7403755,-0.36264706,-0.76717263,-0.054940116,1.3783773,-0.42043215,-0.45318854,0.183981,-0.37638485,-0.84143966,-0.27977088,-0.099082,-0.8100131,-1.2173086,-0.46873084,0.6895879,-0.10233996,-0.2152796,0.5498313,0.21888919,-0.34260437,-1.4822104,0.09462069,-0.310196,-0.047325794,0.7082421,0.047639117,-0.7605755,-0.47334436,-0.6004576,0.39002845,-0.169173,1.1197019,1.1709243,-0.32247534
94,0.0022972287,-2.588797,-0.1952931,0.32717624,-4.8007054,-1.750792,0.1258799,0.7728056,-0.0357229,-2.3216686,2.2981777,1.1806425,-0.7287656,0.2726108,-2.2130337,0.700365,0.6330675,2.1809485,0.8861002,0.04563948,-1.3081486,-0.9890541,0.5022979,-0.16709663,-0.26338413,-2.8156154,-1.2084886,-0.62294364,-1.9650487,1.1379753,1.2148936,1.915244,-0.38362446,-2.5687447,-0.05538799,-1.6039585,-0.79655915,-1.7097265,0.09866263,-3.4650276,-1.9645118,0.22633864,-1.0103239,0.20429854,0.35896978,1.4291828,-3.4420261,4.141294,1.5789249,-0.21132414,-1.0650294,1.7698414,-0.41524896,-1.220042,1.5531387,-0.3930532,-0.31748173,-0.15330207,1.8842585,0.20829487,-3.0577145,-0.8424571,-0.45712286,2.802191,0.023610817,0.41590232,-1.7109503,-0.41487962,-0.865104,1.9845889,0.12626646,-2.3167238
95,-1.5422505,-1.3870704,1.6290295,-1.3961114,-4.4775386,0.33909857,2.0751817,1.805247,0.41469106,0.75890523,-0.8406331,0.54967123,0.7456944,-0.84075916,-0.7002354,-0.518682,-1.3296716,0.23830032,-0.21211348,1.2056301,-0.59530604,-1.7539268,2.6923459,-1.5007502,1.9055294,0.16111778,1.4503452,-2.8255558,-3.5903368,0.4530021,-2.2241158,-2.0045893,1.7083402,0.93634355,0.60049546,-1.2457839,3.2904475,-0.53406554,0.4407771,-2.1765196,0.52315956,-0.8663882,0.54558146,-0.48240608,-0.98771846,3.3375483,-1.4277428,3.4672356,1.9041835,-1.9544863,-0.94877577,1.4018435,-0.9162214,-1.8220748,2.2040644,-0.48108605,-0.35775816,-0.7331882,0.82326007,-0.30031306,-0.38144848,-0.96659523,1.317119,1.322566,-0.040493555,0.95608974,-2.222443,-0.0046566757,0.41676673,0.51335573,0.9145028,0.08562428
96,-2.1245282,-1.4411216,-0.23009527,-0.06713944,0.93787956,2.1180024,0.6083601,-0.37077892,1.176958,1.072385,-1.4619812,-0.57025087,-0.26839897,1.4538187,2.1125796,1.6697471,1.5384789,-0.9261007,-0.6603573,-0.48974827,-1.2491261,-2.0016491,-1.4327673,0.19628805,-0.48150527,-0.028190155,-0.13127027,-1.0888398,0.18424603,-0.58354557,-2.024293,-0.41998237,1.4218379,1.3650252,-2.1106608,0.8466013,1.328241,0.37587893,-2.854468,0.33140206,-1.0570705,-1.413826,-0.8374517,-2.231033,-1.4252509,-0.32947403,1.5824271,1.1527725,-0.2853737,0.85590035,-1.6532745,0.46695593,-0.20989715,1.406906,0.3225263,0.7183721,-0.47354597,1.8716941,0.4072768,-2.1986027,0.9638534,-0.14263637,-1.7744648,3.0824993,0.09749896,-0.42078382,0.7687484,0.62886655,0.28315157,-0.4508158,-0.34118602,1.3010317
97,-0.55541575,0.34081036,0.41128075,-0.92493266,1.0253255,0.7919394,1.1622064,-1.0018268,0.075521864,1.0340599,-1.0653988,1.1719826,-0.96593124,0.83330464,0.22594467,-2.103304,0.85740125,0.6077046,0.97436124,-0.5500738,1.8383536,-0.8151716,-0.6398271,2.8047488,-1.524196,0.3728247,2.2739463,-0.93438876,-0.41104254,0.6702354,-2.3177857,1.482098,-0.5795582,0.034800038,0.7351751,0.9284636,-1.0902052,0.22816232,0.19922036,-1.1263298,-2.7941759,1.4338067,0.44266954,-2.6687355,1.2203321,-0.33559546,-0.074214354,-0.49260595,-0.067136906,-0.6342273,0.31989476,1.7117373,1.2562754,0.6137101,-0.2531519,0.5107565,1.0554522,-0.7648698,-1.387185,0.081576586,1.1918694,0.013313711,1.0306524,-0.077448525,-0.22750755,0.9613907,-1.0568043,0.08083554,0.55606794,-0.23986508,-1.3605825,-1.1151026
98,0.58884716,0.8742285,-1.1593102,2.0389328,-0.9160824,0.47322792,0.9169714,-1.6325905,-0.9989266,-0.3024007,0.73069775,-1.7959759,-1.0966167,1.9068633,-0.26744896,2.449988,-2.8370583,0.56384355,-0.13527638,0.9894872,-0.9759273,1.7900416,-3.069477,1.4245186,-1.4134324,-1.4521323,1.7084823,0.17765899,-2.1507828,1.8424529,-0.15991737,1.0510361,1.5902258,-1.4486748,-0.9256639,0.8059643,0.8346834,0.191975,-0.69932866,4.0925927,-3.1732624,0.6834987,0.77434653,-3.237118,-2.6201975,-0.07422063,-2.854996,1.0360206,1.1975623,-1.0555389,0.3078267,0.98717856,2.0663068,0.23609756,-0.018066244,-1.1544669,-2.2173178,0.8895378,1.6003419,-0.022807794,-0.25925407,-0.27906373,-1.0685892,0.039948948,-0.14290206,0.8771131,-1.8540953,-2.314862,1.7197505,-0.04277589,1.90182,-4.1989627
99,0.11017777,0.10755966,-1.386091,0.22064738,-0.7720609,0.23214556,-0.41720596,-0.2535919,-2.1449597,-0.5699978,0.12181328,0.5688988,1.0519848,0.54900146,1.3882725,0.7356356,-0.7362407,2.1220183,-0.14535886,-1.969329,-2.6492932,-0.7517304,-0.046241377,-1.5584217,0.23559749,0.5934395,0.6520081,0.52054304,-0.59894615,0.62550515,-0.045947157,1.7156569,0.5416153,-0.759049,0.23396493,0.52163833,0.9566633,-0.39322525,-0.65242547,0.21325849,-0.99659544,0.111561835,-0.5394436,-0.89837646,0.17619963,0.4266311,1.9357419,0.7004769,-1.6029749,0.8676998,-1.8022349,1.3555698,0.28193647,0.9338208,1.051624,1.0951104,-0.70810735,-0.08121759,1.2971243,0.14991882,-0.5730425,0.89664954,2.0601826,-1.806525,-0.09632816,0.66221815,1.7489928,1.0240268,2.2714007,-0.98543173,1.1441871,-0.4415557
100,-1.0267917,-2.2847333,-0.89092493,0.03389788,-2.385864,0.81758004,1.6194144,0.9745093,-1.5069534,1.9490305,-0.80205745,1.5421292,1.2795781,1.4137197,-1.6572412,0.25375602,0.3594777,-0.3857057,0.8707804,0.7713734,1.9158435,-1.4995532,0.46362227,0.97527707,0.11494579,2.6716883,-1.5659971,-1.4770796,0.5455985,-0.19917601,0.2643004,1.7621874,0.49018174,-1.4323561,0.10320859,-2.0992618,-0.05312934,-1.0501465,-0.14992253,-0.7403569,-1.6481099,1.3063823,-1.8492389,-1.6532313,0.13518895,-0.7669583,0.9086877,1.4653176,0.7707185,-2.1972692,1.8520539,1.3662804,0.7262675,-0.2976424,1.4204599,1.4716476,0.7606939,2.5916328,1.195756,-0.43618575,1.893391,-0.47747532,-0.8067287,3.336812,-0.14760423,1.1124458,0.54153997,2.86349,-0.9740535,1.650568,0.61354625,-0.8106473
101,0.3877885,-1.8424325,-0.03262852,1.9350712,-1.8536438,-0.06903099,2.6764162,2.5208223,-1.0912961,-1.1721299,-0.55481476,1.0213294,-1.4210095,3.9555926,0.43227044,-1.6901741,1.7494481,-0.5054507,1.2054404,-1.7031432,0.14400186,0.9889127,-1.7135166,1.0953685,-0.094142206,-0.060816385,0.5059805,0.834872,1.0147134,1.8499888,-0.6752668,0.8653817,0.861575,1.7999585,-0.5153027,-1.6183128,-3.8335383,-0.9746902,0.3533837,0.62135595,-1.1882126,1.2390763,-0.16590902,-0.8295784,-2.8120904,1.6438758,-2.1446767,1.0874964,-0.025352335,-1.0236377,-2.3788877,-1.4219085,2.0465522,0.24621575,-0.08429461,1.2803268,-2.7920206,-0.52616477,0.8456876,1.9571381,-2.1613932,-2.0710735,1.1247792,-0.74261,-0.12413128,-1.0618123,0.6679487,1.0793839,-0.6953693,1.3131837,-1.7371141,-2.846819
102,-1.4435663,-1.4105527,0.9574217,0.3030353,0.5960341,-0.90602636,-1.3283412,-1.7682372,0.41508782,0.79112786,-1.1095587,-0.17442481,-2.0154634,0.94715714,-0.3986058,-1.0457073,-1.3760049,-1.0275449,-1.6348263,1.3772094,-0.64135367,-0.7912155,-0.8764726,0.8911363,0.43256015,1.1484079,0.057563055,0.008219496,-1.2815211,0.14264162,0.063497625,0.90524,-0.61060977,-1.531969,-2.613759,-0.82715935,-0.72220796,0.08956405,0.48073375,-0.18807027,-0.5713136,-0.42389232,0.592458,-2.7044265,1.3471191,1.0602814,1.8668445,-0.5111375,-0.4686026,0.65867394,1.0261312,3.3474176,0.5011966,1.7999188,-1.4014984,1.3149592,0.8244027,0.46105984,-1.9983448,-0.5536197,-0.31663993,-1.0811526,-0.7746321,-1.3288617,-1.4360344,-0.5015633,-1.2228721,-1.481783,-1.747512,-0.06543378,0.015461158,-1.3030792
